date,side,maturity,participants,complete,volume,interest
2017-03-22,Mua kỳ hạn,7,3,3,1479.6,0.05
2017-03-23,Mua kỳ hạn Tổng cộng,,,,210,0.05
2017-03-23,Mua kỳ hạn,7,1,1,210,0.05
2017-03-24,Mua kỳ hạn Tổng cộng,,,,999.9,0.05
2017-03-24,Mua kỳ hạn,7,8,8,999.9,0.05
2017-03-27,Mua kỳ hạn Tổng cộng,,,,12000,0.05
2017-03-27,Mua kỳ hạn,7,15,15,12000,0.05
2017-03-28,Mua kỳ hạn,7,14,14,12000,0.05
2017-03-28,Mua kỳ hạn Tổng cộng,,,,12000,0.05
2017-03-29,Mua kỳ hạn Tổng cộng,,,,3000,0.05
2017-03-29,Mua kỳ hạn,7,11,11,3000,0.05
2017-03-30,Mua kỳ hạn Tổng cộng,,,,3000,0.05
2017-03-30,Mua kỳ hạn,7,7,7,3000,0.05
2017-03-31,Mua kỳ hạn Tổng cộng,,,,2000,0.05
2017-03-31,Mua kỳ hạn,7,7,7,2000,0.05
2017-04-03,Mua kỳ hạn Tổng cộng,,,,9000,0.05
2017-04-03,Mua kỳ hạn,7,17,17,9000,0.05
2017-04-05,Mua kỳ hạn Tổng cộng,,,,3000,0.05
2017-04-05,Mua kỳ hạn,7,7,7,3000,0.05
2017-04-07,Mua kỳ hạn Tổng cộng,,,,6000,0.05
2017-04-07,Mua kỳ hạn,7,7,7,6000,0.05
2017-04-10,Mua kỳ hạn,7,16,16,12000,0.05
2017-04-10,Mua kỳ hạn Tổng cộng,,,,12000,0.05
2017-04-11,Mua kỳ hạn Tổng cộng,,,,10328,0.05
2017-04-11,Mua kỳ hạn,7,12,12,10328,0.05
2017-04-12,Mua kỳ hạn Tổng cộng,,,,3000,0.05
2017-04-12,Mua kỳ hạn,7,4,4,3000,0.05
2017-04-12,Mua kỳ hạn Tổng cộng,,,,3000,0.05
2017-04-12,Mua kỳ hạn,7,4,4,3000,0.05
2017-04-13,Mua kỳ hạn Tổng cộng,,,,697,0.05
2017-04-13,Mua kỳ hạn,7,1,1,697,0.05
2017-04-17,Mua kỳ hạn Tổng cộng,,,,11000,0.05
2017-04-17,Mua kỳ hạn,7,9,9,11000,0.05
2017-04-20,Mua kỳ hạn Tổng cộng,,,,8000,0.05
2017-04-20,Mua kỳ hạn,7,10,10,8000,0.05
2017-04-21,Mua kỳ hạn Tổng cộng,,,,8000,0.05
2017-04-21,Mua kỳ hạn,7,11,11,8000,0.05
2017-04-24,Mua kỳ hạn Tổng cộng,,,,12000,0.05
2017-04-24,Mua kỳ hạn,7,20,20,12000,0.05
2017-04-25,Mua kỳ hạn Tổng cộng,,,,6000,0.05
2017-04-25,Mua kỳ hạn,7,13,13,6000,0.05
2017-05-03,Mua kỳ hạn Tổng cộng,,,,5000,0.05
2017-05-03,Mua kỳ hạn,7,11,11,5000,0.05
2017-05-04,Mua kỳ hạn Tổng cộng,,,,1000,0.05
2017-05-04,Mua kỳ hạn,7,6,6,1000,0.05
2017-05-08,Mua kỳ hạn Tổng cộng,,,,3000,0.05
2017-05-08,Mua kỳ hạn,7,6,6,3000,0.05
2017-05-09,Mua kỳ hạn,7,4,4,1000,0.05
2017-05-09,Mua kỳ hạn Tổng cộng,,,,1000,0.05
2017-05-15,Mua kỳ hạn Tổng cộng,,,,3000,0.05
2017-05-15,Mua kỳ hạn,7,4,4,3000,0.05
2017-05-16,Mua kỳ hạn Tổng cộng,,,,1000,0.05
2017-05-16,Mua kỳ hạn,7,4,4,1000,0.05
2017-05-17,Mua kỳ hạn Tổng cộng,,,,431,0.05
2017-05-17,Mua kỳ hạn,7,2,2,431,0.05
2017-05-22,Mua kỳ hạn Tổng cộng,,,,999.6,0.05
2017-05-22,Mua kỳ hạn,7,1,1,999.6,0.05
2017-05-23,Mua kỳ hạn Tổng cộng,,,,796,0.05
2017-05-23,Mua kỳ hạn,7,1,1,796,0.05
2017-05-24,Mua kỳ hạn,7,1,1,65.4,0.05
2017-05-24,Mua kỳ hạn Tổng cộng,,,,65.4,0.05
2017-05-25,Mua kỳ hạn Tổng cộng,,,,314,0.05
2017-05-25,Mua kỳ hạn,7,1,1,314,0.05
2017-06-01,Mua kỳ hạn Tổng cộng,,,,676,0.05
2017-06-01,Mua kỳ hạn,7,2,2,676,0.05
2017-06-02,Mua kỳ hạn Tổng cộng,,,,0,
2017-06-02,Mua kỳ hạn,7,0,0,0,
2017-06-05,Mua kỳ hạn Tổng cộng,,,,0,
2017-06-05,Mua kỳ hạn,7,0,0,0,
2017-06-06,Mua kỳ hạn Tổng cộng,,,,0,0
2017-06-06,Mua kỳ hạn,7,0,0,0,0
2017-06-07,Mua kỳ hạn Tổng cộng,,,,0,0
2017-06-07,Mua kỳ hạn,7,0,0,0,0
2017-06-15,Mua kỳ hạn Tổng cộng,,,,50,0.05
2017-06-15,Mua kỳ hạn,7,1,1,50,0.05
2017-06-19,Mua kỳ hạn Tổng cộng,,,,0,0
2017-06-19,Mua kỳ hạn,7,0,0,0,0
2017-06-20,Mua kỳ hạn Tổng cộng,,,,0,0
2017-06-20,Mua kỳ hạn,7,0,0,0,0
2017-06-21,Mua kỳ hạn Tổng cộng,,,,0,0
2017-06-21,Mua kỳ hạn,7,0,0,0,0
2017-07-07,Mua kỳ hạn Tổng cộng,,,,0,
2017-07-07,Mua kỳ hạn,7,0,0,0,
2017-07-10,Mua kỳ hạn Tổng cộng,,,,0,0
2017-07-10,Mua kỳ hạn,7,0,0,0,0
2017-07-11,Mua kỳ hạn Tổng cộng,,,,0,0
2017-07-11,Mua kỳ hạn,7,0,0,0,0
2017-07-11,Mua kỳ hạn Tổng cộng,,,,0,0
2017-07-11,Mua kỳ hạn,7,0,0,0,0
2017-07-12,Mua kỳ hạn Tổng cộng,,,,0,0
2017-07-12,Mua kỳ hạn,7,0,0,0,0
2017-07-13,Mua kỳ hạn Tổng cộng,,,,0,0
2017-07-13,Mua kỳ hạn,7,0,0,0,0
2017-07-14,Mua kỳ hạn Tổng cộng,,,,0,0
2017-07-14,Mua kỳ hạn,7,0,0,0,0
2017-07-18,Mua kỳ hạn Tổng cộng,,,,7999.9,0.011
2017-07-18,Mua kỳ hạn,7,4,3,7999.9,0.011
2017-08-01,Bán hẳn Tổng cộng,,,,5000,0.0028
2017-08-01,Bán hẳn,7,3,2,5000,0.0028
2017-08-01,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-01,Mua kỳ hạn,7,0,0,0,0
2017-08-02,Mua kỳ hạn,7,0,,0,0
2017-08-02,Bán hẳn Tổng cộng,,,,5000,0.0028
2017-08-02,Bán hẳn,7,3,3,5000,0.0028
2017-08-02,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-03,Bán hẳn Tổng cộng,,,,6000,0.0028
2017-08-03,Bán hẳn,7,1,1,6000,0.0028
2017-08-03,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-03,Mua kỳ hạn,7,0,,0,0
2017-08-04,Bán hẳn Tổng cộng,,,,5000,0.003
2017-08-04,Bán hẳn,7,1,1,5000,0.003
2017-08-04,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-04,Mua kỳ hạn,7,0,0,0,0
2017-08-08,Mua kỳ hạn,7,0,,0,0
2017-08-08,Bán hẳn Tổng cộng,,,,5000,0.0035
2017-08-08,Bán hẳn,7,3,3,5000,0.0035
2017-08-08,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-10,Bán hẳn Tổng cộng,,,,4999.9,0.003
2017-08-10,Bán hẳn,7,4,4,4999.9,0.003
2017-08-10,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-10,Mua kỳ hạn,7,0,,0,0
2017-08-10,Bán hẳn Tổng cộng,,,,4999.9,0.003
2017-08-10,Bán hẳn,7,4,4,4999.9,0.003
2017-08-10,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-10,Mua kỳ hạn,7,0,,0,0
2017-08-11,Mua kỳ hạn,7,0,,0,0
2017-08-11,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-11,Bán hẳn Tổng cộng,,,,4999.9,0.003
2017-08-11,Bán hẳn,7,2,2,4999.9,0.003
2017-08-14,Bán hẳn Tổng cộng,,,,3000,0.003
2017-08-14,Bán hẳn,7,3,3,3000,0.003
2017-08-14,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-14,Mua kỳ hạn,7,0,,0,0
2017-08-15,Bán hẳn Tổng cộng,,,,2999.9,0.003
2017-08-15,Bán hẳn,7,2,2,2999.9,0.003
2017-08-15,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-15,Mua kỳ hạn,7,0,0,0,0
2017-08-16,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-16,Mua kỳ hạn,7,0,,0,0
2017-08-16,Bán hẳn,7,3,3,4999.9,0.003
2017-08-16,Bán hẳn Tổng cộng,,,,4999.9,0.003
2017-08-17,Mua kỳ hạn,7,0,,0,0
2017-08-17,Bán hẳn,7,3,3,4999.9,0.003
2017-08-17,Bán hẳn Tổng cộng,,,,4999.9,0.003
2017-08-17,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-18,Bán hẳn Tổng cộng,,,,5000,0.003
2017-08-18,Bán hẳn,7,1,1,5000,0.003
2017-08-18,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-18,Mua kỳ hạn,7,0,,0,0
2017-08-21,Bán hẳn Tổng cộng,,,,2999.9,0.003
2017-08-21,Bán hẳn,7,3,3,2999.9,0.003
2017-08-21,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-21,Mua kỳ hạn,7,0,,0,0
2017-08-22,Mua kỳ hạn,7,1,1,20.7,0.05
2017-08-22,Mua kỳ hạn Tổng cộng,,,,20.7,0.05
2017-08-22,Bán hẳn,7,2,2,3000,0.003
2017-08-22,Bán hẳn Tổng cộng,,,,3000,0.003
2017-08-23,Bán hẳn Tổng cộng,,,,5000,0.003
2017-08-23,Bán hẳn,7,3,3,5000,0.003
2017-08-23,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-23,Mua kỳ hạn,7,0,,0,0
2017-08-24,Bán hẳn Tổng cộng,,,,4999.9,0.003
2017-08-24,Bán hẳn,7,3,3,4999.9,0.003
2017-08-24,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-24,Mua kỳ hạn,7,0,,0,0
2017-08-25,Mua kỳ hạn,7,0,,0,0
2017-08-25,Bán hẳn,7,2,2,5000,0.0035
2017-08-25,Bán hẳn Tổng cộng,,,,5000,0.0035
2017-08-25,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-28,Bán hẳn Tổng cộng,,,,5000,0.0035
2017-08-28,Bán hẳn,7,3,3,5000,0.0035
2017-08-28,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-28,Mua kỳ hạn,7,0,,0,0
2017-08-29,Bán hẳn Tổng cộng,,,,5000,0.0035
2017-08-29,Bán hẳn,7,2,2,5000,0.0035
2017-08-29,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-29,Mua kỳ hạn,7,0,,0,0
2017-08-30,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-30,Mua kỳ hạn,7,0,,0,0
2017-08-30,Bán hẳn Tổng cộng,,,,5000,0.0034
2017-08-30,Bán hẳn,7,2,2,5000,0.0034
2017-08-31,Bán hẳn Tổng cộng,,,,4999.9,0.0034
2017-08-31,Bán hẳn,7,4,4,4999.9,0.0034
2017-08-31,Mua kỳ hạn Tổng cộng,,,,0,0
2017-08-31,Mua kỳ hạn,7,0,,0,0
2017-09-01,Bán hẳn Tổng cộng,,,,2999.8,0.0034
2017-09-01,Bán hẳn,7,4,4,2999.8,0.0034
2017-09-01,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-01,Mua kỳ hạn,7,0,,0,0
2017-09-05,Bán hẳn Tổng cộng,,,,5000,0.0034
2017-09-05,Bán hẳn,7,3,3,5000,0.0034
2017-09-05,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-05,Mua kỳ hạn,7,0,,0,0
2017-09-07,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-07,Mua kỳ hạn,7,0,,0,0
2017-09-07,Bán hẳn,7,2,2,3000,0.0035
2017-09-07,Bán hẳn Tổng cộng,,,,3000,0.0035
2017-09-07,Mua kỳ hạn,7,0,,0,0
2017-09-07,Bán hẳn,7,2,2,3000,0.0035
2017-09-07,Bán hẳn Tổng cộng,,,,3000,0.0035
2017-09-07,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-11,Mua kỳ hạn,7,0,,0,0
2017-09-11,Bán hẳn Tổng cộng,,,,1000,0.0045
2017-09-11,Bán hẳn,7,1,1,1000,0.0045
2017-09-11,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-12,Bán hẳn,7,3,3,3000,0.0045
2017-09-12,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-12,Mua kỳ hạn,7,0,,0,0
2017-09-12,Bán hẳn Tổng cộng,,,,3000,0.0045
2017-09-13,Bán hẳn Tổng cộng,,,,4800,0.0043
2017-09-13,Bán hẳn,7,1,1,4800,0.0043
2017-09-13,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-13,Mua kỳ hạn,7,0,,0,0
2017-09-14,Mua kỳ hạn,7,0,,0,0
2017-09-14,Bán hẳn Tổng cộng,,,,5000,0.0045
2017-09-14,Bán hẳn,7,2,2,5000,0.0045
2017-09-14,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-15,Bán hẳn Tổng cộng,,,,4625,0.0045
2017-09-15,Bán hẳn,7,2,2,4625,0.0045
2017-09-15,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-15,Mua kỳ hạn,7,0,,0,0
2017-09-18,Bán hẳn Tổng cộng,,,,1000,0.0045
2017-09-18,Bán hẳn,7,1,1,1000,0.0045
2017-09-18,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-18,Mua kỳ hạn,7,0,,0,0
2017-09-19,Mua kỳ hạn,7,0,,0,0
2017-09-19,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-19,Bán hẳn Tổng cộng,,,,2900,0.0045
2017-09-19,Bán hẳn,7,2,2,2900,0.0045
2017-09-20,Bán hẳn Tổng cộng,,,,5000,0.0045
2017-09-20,Bán hẳn,7,1,1,5000,0.0045
2017-09-20,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-20,Mua kỳ hạn,7,0,,0,0
2017-09-21,Bán hẳn Tổng cộng,,,,4999.9,0.0045
2017-09-21,Bán hẳn,7,3,3,4999.9,0.0045
2017-09-21,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-21,Mua kỳ hạn,7,0,,0,0
2017-09-22,Mua kỳ hạn,7,0,,0,0
2017-09-22,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-22,Bán hẳn Tổng cộng,,,,5000,0.0045
2017-09-22,Bán hẳn,7,1,1,5000,0.0045
2017-09-25,Bán hẳn Tổng cộng,,,,3000,0.0045
2017-09-25,Bán hẳn,7,2,2,3000,0.0045
2017-09-25,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-25,Mua kỳ hạn,7,0,,0,0
2017-09-26,Bán hẳn Tổng cộng,,,,2999.9,0.0045
2017-09-26,Bán hẳn,7,3,3,2999.9,0.0045
2017-09-26,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-26,Mua kỳ hạn,7,0,0,0,0
2017-09-27,Mua kỳ hạn,7,0,,0,0
2017-09-27,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-27,Bán hẳn Tổng cộng,,,,4999.9,0.004
2017-09-27,Bán hẳn,7,2,2,4999.9,0.004
2017-09-28,Bán hẳn,7,2,2,5000,0.0045
2017-09-28,Mua kỳ hạn,7,0,,0,0
2017-09-28,Bán hẳn Tổng cộng,,,,5000,0.0045
2017-09-28,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-29,Bán hẳn Tổng cộng,,,,5000,0.0045
2017-09-29,Bán hẳn,7,1,1,5000,0.0045
2017-09-29,Mua kỳ hạn Tổng cộng,,,,0,0
2017-09-29,Mua kỳ hạn,7,0,,0,0
2017-10-02,Bán hẳn Tổng cộng,,,,3000,0.0045
2017-10-02,Bán hẳn,7,1,1,3000,0.0045
2017-10-02,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-02,Mua kỳ hạn,7,0,,0,0
2017-10-03,Mua kỳ hạn,7,0,,0,0
2017-10-03,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-03,Bán hẳn Tổng cộng,,,,5000,0.004
2017-10-03,Bán hẳn,7,2,2,5000,0.004
2017-10-04,Bán hẳn Tổng cộng,,,,5000,0.004
2017-10-04,Bán hẳn,7,3,3,5000,0.004
2017-10-04,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-04,Mua kỳ hạn,7,0,,0,0
2017-10-05,Bán hẳn Tổng cộng,,,,4999.9,0.0038
2017-10-05,Bán hẳn,7,3,2,4999.9,0.0038
2017-10-05,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-05,Mua kỳ hạn,7,0,,0,0
2017-10-06,Mua kỳ hạn,7,0,,0,0
2017-10-06,Bán hẳn,7,3,2,5000,0.0034
2017-10-06,Bán hẳn Tổng cộng,,,,5000,0.0034
2017-10-06,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-09,Bán hẳn Tổng cộng,,,,3000,0.0038
2017-10-09,Bán hẳn,7,3,3,3000,0.0038
2017-10-09,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-09,Mua kỳ hạn,7,0,,0,0
2017-10-09,Bán hẳn Tổng cộng,,,,3000,0.0038
2017-10-09,Bán hẳn,7,3,3,3000,0.0038
2017-10-09,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-09,Mua kỳ hạn,7,0,,0,0
2017-10-10,Mua kỳ hạn,7,0,,0,0
2017-10-10,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-10,Bán hẳn Tổng cộng,,,,4300,0.0055
2017-10-10,Bán hẳn,14,2,2,4300,0.0055
2017-10-11,Bán hẳn Tổng cộng,,,,8000,0.006
2017-10-11,Bán hẳn,14,4,4,8000,0.006
2017-10-11,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-11,Mua kỳ hạn,7,0,,0,0
2017-10-12,Bán hẳn Tổng cộng,,,,7999.9,0.006
2017-10-12,Bán hẳn,14,3,3,7999.9,0.006
2017-10-12,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-12,Mua kỳ hạn,7,0,,0,0
2017-10-13,Mua kỳ hạn,7,0,,0,0
2017-10-13,Bán hẳn,14,2,2,5000,0.0052
2017-10-13,Bán hẳn Tổng cộng,,,,5000,0.0052
2017-10-13,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-16,Bán hẳn,14,4,4,4999.9,0.005
2017-10-16,Mua kỳ hạn,7,0,,0,0
2017-10-16,Bán hẳn Tổng cộng,,,,4999.9,0.005
2017-10-16,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-17,Bán hẳn Tổng cộng,,,,2999.9,0.0048
2017-10-17,Bán hẳn,14,3,3,2999.9,0.0048
2017-10-17,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-17,Mua kỳ hạn,7,0,,0,0
2017-10-18,Bán hẳn Tổng cộng,,,,3000,0.0045
2017-10-18,Bán hẳn,14,2,2,3000,0.0045
2017-10-18,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-18,Mua kỳ hạn,7,0,,0,0
2017-10-19,Mua kỳ hạn,7,0,,0,0
2017-10-19,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-19,Bán hẳn Tổng cộng,,,,5000,0.0043
2017-10-19,Bán hẳn,14,3,3,5000,0.0043
2017-10-20,Bán hẳn Tổng cộng,,,,3000,0.0039
2017-10-20,Bán hẳn,14,3,2,3000,0.0039
2017-10-20,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-20,Mua kỳ hạn,7,0,,0,0
2017-10-23,Bán hẳn Tổng cộng,,,,8000,0.0045
2017-10-23,Bán hẳn,14,2,2,8000,0.0045
2017-10-23,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-23,Mua kỳ hạn,7,0,0,0,0
2017-10-24,Mua kỳ hạn,7,0,,0,0
2017-10-24,Bán hẳn,14,2,2,7000,0.0045
2017-10-24,Bán hẳn Tổng cộng,,,,7000,0.0045
2017-10-24,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-25,Bán hẳn Tổng cộng,,,,7999.9,0.0043
2017-10-25,Bán hẳn,14,5,5,7999.9,0.0043
2017-10-25,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-25,Mua kỳ hạn,7,0,,0,0
2017-10-26,Bán hẳn Tổng cộng,,,,7000,0.0043
2017-10-26,Bán hẳn,14,3,3,7000,0.0043
2017-10-26,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-26,Mua kỳ hạn,7,0,,0,0
2017-10-27,Mua kỳ hạn,7,0,,0,0
2017-10-27,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-27,Bán hẳn Tổng cộng,,,,7000,0.0043
2017-10-27,Bán hẳn,14,3,3,7000,0.0043
2017-10-30,Bán hẳn Tổng cộng,,,,3000,0.006
2017-10-30,Bán hẳn,14,1,1,3000,0.006
2017-10-30,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-30,Mua kỳ hạn,7,0,,0,0
2017-10-31,Bán hẳn Tổng cộng,,,,3000,0.006
2017-10-31,Bán hẳn,14,1,1,3000,0.006
2017-10-31,Mua kỳ hạn Tổng cộng,,,,0,0
2017-10-31,Mua kỳ hạn,7,0,,0,0
2017-11-01,Mua kỳ hạn,7,0,,0,0
2017-11-01,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-01,Bán hẳn Tổng cộng,,,,705,0.0055
2017-11-01,Bán hẳn,14,2,2,705,0.0055
2017-11-02,Bán hẳn Tổng cộng,,,,3000,0.006
2017-11-02,Bán hẳn,14,1,1,3000,0.006
2017-11-02,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-02,Mua kỳ hạn,7,0,,0,0
2017-11-03,Bán hẳn Tổng cộng,,,,2500,0.006
2017-11-03,Bán hẳn,14,2,2,2500,0.006
2017-11-03,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-03,Mua kỳ hạn,7,0,,0,0
2017-11-06,Bán hẳn Tổng cộng,,,,500,0.006
2017-11-06,Bán hẳn,14,1,1,500,0.006
2017-11-06,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-06,Mua kỳ hạn,7,0,,0,0
2017-11-07,Mua kỳ hạn,7,0,,0,0
2017-11-07,Bán hẳn Tổng cộng,,,,3000,0.006
2017-11-07,Bán hẳn,14,2,1,3000,0.006
2017-11-07,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-08,Bán hẳn Tổng cộng,,,,4500,0.006
2017-11-08,Bán hẳn,14,3,2,4500,0.006
2017-11-08,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-08,Mua kỳ hạn,7,0,,0,0
2017-11-08,Bán hẳn Tổng cộng,,,,4500,0.006
2017-11-08,Bán hẳn,14,3,2,4500,0.006
2017-11-08,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-08,Mua kỳ hạn,7,0,,0,0
2017-11-09,Mua kỳ hạn,7,0,,0,0
2017-11-09,Bán hẳn Tổng cộng,,,,2999.9,0.006
2017-11-09,Bán hẳn,14,2,2,2999.9,0.006
2017-11-09,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-13,Bán hẳn Tổng cộng,,,,1000,0.006
2017-11-13,Bán hẳn,14,1,1,1000,0.006
2017-11-13,Mua kỳ hạn Tổng cộng,,,,20.9,0.05
2017-11-13,Mua kỳ hạn,7,1,1,20.9,0.05
2017-11-14,Bán hẳn Tổng cộng,,,,0,0
2017-11-14,Bán hẳn,14,0,,0,0
2017-11-14,Mua kỳ hạn Tổng cộng,,,,202,0.05
2017-11-14,Mua kỳ hạn,7,1,1,202,0.05
2017-11-15,Mua kỳ hạn,7,0,,0,0
2017-11-15,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-15,Bán hẳn Tổng cộng,,,,0,0
2017-11-15,Bán hẳn,14,1,0,0,0
2017-11-17,Bán hẳn Tổng cộng,,,,900,0.006
2017-11-17,Bán hẳn,14,1,1,900,0.006
2017-11-17,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-17,Mua kỳ hạn,7,0,,0,0
2017-11-20,Bán hẳn Tổng cộng,,,,3000,0.006
2017-11-20,Bán hẳn,14,1,1,3000,0.006
2017-11-20,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-20,Mua kỳ hạn,7,0,,0,0
2017-11-21,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-21,Mua kỳ hạn,7,0,,0,0
2017-11-21,Bán hẳn Tổng cộng,,,,6700,0.006
2017-11-21,Bán hẳn,14,2,2,6700,0.006
2017-11-22,Bán hẳn,14,2,2,8700,0.006
2017-11-22,Mua kỳ hạn,7,0,,0,0
2017-11-22,Bán hẳn Tổng cộng,,,,8700,0.006
2017-11-22,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-23,Bán hẳn Tổng cộng,,,,8700,0.006
2017-11-23,Bán hẳn,14,3,3,8700,0.006
2017-11-23,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-23,Mua kỳ hạn,7,0,,0,0
2017-11-24,Bán hẳn Tổng cộng,,,,8400,0.006
2017-11-24,Bán hẳn,7,3,3,8400,0.006
2017-11-24,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-24,Mua kỳ hạn,7,0,0,0,0
2017-11-27,Mua kỳ hạn,7,0,,0,0
2017-11-27,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-27,Bán hẳn Tổng cộng,,,,8999.8,0.006
2017-11-27,Bán hẳn,7,4,4,8999.8,0.006
2017-11-28,Bán hẳn Tổng cộng,,,,8999.9,0.005
2017-11-28,Bán hẳn,7,5,3,8999.9,0.005
2017-11-28,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-28,Mua kỳ hạn,7,0,,0,0
2017-11-29,Bán hẳn Tổng cộng,,,,5400,0.005
2017-11-29,Bán hẳn,7,2,2,5400,0.005
2017-11-29,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-29,Mua kỳ hạn,7,0,,0,0
2017-11-30,Mua kỳ hạn Tổng cộng,,,,0,0
2017-11-30,Mua kỳ hạn,7,0,,0,0
2017-11-30,Bán hẳn Tổng cộng,,,,5400,0.006
2017-11-30,Bán hẳn,7,2,2,5400,0.006
2017-12-05,Bán hẳn Tổng cộng,,,,3700,0.006
2017-12-05,Bán hẳn,7,1,1,3700,0.006
2017-12-05,Mua kỳ hạn Tổng cộng,,,,0,0
2017-12-05,Mua kỳ hạn,7,0,,0,0
2017-12-06,Mua kỳ hạn Tổng cộng,,,,0,0
2017-12-06,Mua kỳ hạn,7,0,,0,0
2017-12-06,Bán hẳn Tổng cộng,,,,3700,0.006
2017-12-06,Bán hẳn,7,1,1,3700,0.006
2017-12-07,Bán hẳn Tổng cộng,,,,7700,0.006
2017-12-07,Bán hẳn,7,3,3,7700,0.006
2017-12-07,Mua kỳ hạn Tổng cộng,,,,0,0
2017-12-07,Mua kỳ hạn,7,0,,0,0
2017-12-08,Mua kỳ hạn Tổng cộng,,,,0,0
2017-12-08,Mua kỳ hạn,7,0,,0,0
2017-12-08,Bán hẳn,7,3,3,6700,0.006
2017-12-08,Bán hẳn Tổng cộng,,,,6700,0.006
2017-12-08,Mua kỳ hạn,7,0,,0,0
2017-12-08,Mua kỳ hạn Tổng cộng,,,,0,0
2017-12-08,Bán hẳn,7,3,3,6700,0.006
